FID,t_nr,vejnavn,beskrivelse,husnummer,taellested_type,kode_type,spolestation_type,ogc_fid,wkb_geometry
taellestationer.1150,9899,GAMMEL KØGE LANDEVEJ - VIGERSLEVVEJ,,,Øvrige,101.0,,1150,POINT (12.501587650587082 55.642826660517564)
taellestationer.1151,9900,HOLMENS KANAL - BREMERHOLM,,,Øvrige,101.0,,1151,POINT (12.58445361281993 55.677187828401784)
taellestationer.1152,9901,HOLMENS KANAL - NIELS JUELS GADE,,,Øvrige,101.0,,1152,POINT (12.586280486872509 55.67768004091412)
taellestationer.1153,9902,ROSKILDEVEJ - ÅLHOLM PLADS,,,Øvrige,101.0,,1153,POINT (12.488663515150355 55.67253770026505)
taellestationer.1154,9903,RØDE MELLEMVEJ - VEJLANDS ALLÉ,,,Øvrige,101.0,,1154,POINT (12.591426881933153 55.64248082937714)
taellestationer.1155,9904,TAGENSVEJ - FREDERIKSBORGVEJ,,,Øvrige,101.0,,1155,POINT (12.531132306143805 55.71623443795619)
taellestationer.1156,9905,TAGENSVEJ - LYGTEN,,,Øvrige,101.0,,1156,POINT (12.539738479774298 55.708271255487944)
taellestationer.1157,9906,TAGENSVEJ - NØRRE ALLÉ,,,Øvrige,101.0,,1157,POINT (12.561488085791346 55.69635389460886)
taellestationer.1158,9907,TAGENSVEJ - TUBORGVEJ,,,Øvrige,101.0,,1158,POINT (12.535110962459248 55.71346834008922)
taellestationer.1159,9908,TOFTEGÅRDS ALLÉ - LYSHØJGÅRDSVEJ,,,Øvrige,101.0,,1159,POINT (12.516273496439407 55.66346099476225)
taellestationer.1160,9909,TOFTEGÅRDS ALLÉ - GAMMEL KØGE LANDEVEJ,,,Øvrige,101.0,,1160,POINT (12.516754533472822 55.66166158693217)
taellestationer.1161,9910,TORVEGADE - PRINSESSEGADE,,,Øvrige,101.0,,1161,POINT (12.592949639386436 55.671595979033796)
taellestationer.1162,9911,VIGERSLEVVEJ - VIGERSLEV ALLÉ,,,Øvrige,101.0,,1162,POINT (12.48635247234343 55.655149482646436)
taellestationer.1163,9912,ÅLHOLMVEJ - GRØNDALS PARKVEJ,,,Øvrige,101.0,,1163,POINT (12.486839057165911 55.67712556512712)
taellestationer.1164,9913,ÅLHOLMVEJ - VALBY LANGGADE,,,Øvrige,101.0,,1164,POINT (12.49046476573014 55.6702416475748)
taellestationer.1165,9914,ALDERSOGADE-LERSØ PARKALLÉ,KRYDSTÆLLING,,Øvrige,101.0,,1165,POINT (12.557258760057962 55.70643403607208)
taellestationer.1166,9915,BLEGDAMSVEJ-NØRRE ALLÉ,KRYDSTÆLLING,,Øvrige,101.0,,1166,POINT (12.56111905111303 55.69087156327736)
taellestationer.1167,9916,BLEGDAMSVEJ-TAGENSVEJ-FREDENSGADE,KRYDS,,Øvrige,101.0,,1167,POINT (12.566308073147068 55.693639163474735)
taellestationer.1168,9918,HEDEGAARDSVEJ-AMAGER STRANDVEJ,KRYDSTÆLLING,,Øvrige,101.0,,1168,POINT (12.643252269247823 55.646358019552565)
taellestationer.1169,9919,KALKBRÆNDERIHAVNSGADE-CORKGADE,KRYDS,,Øvrige,101.0,,1169,POINT (12.591332426976237 55.70644057092597)
taellestationer.1170,9920,KALKBRÆNDERIHAVNSGADE-DAMPFÆRGEVEJ,Keydsende cyklister,,Øvrige,101.0,,1170,POINT (12.592504206484126 55.700992704729906)
taellestationer.1171,9921,KALKBRÆNDERIHAVNSGADE-MARMORVEJ,KRYDS,,Øvrige,101.0,,1171,POINT (12.592331872488804 55.70320643227985)
taellestationer.1172,9922,KALKBRÆNDERIHAVNSGADE-SUNDKROGSGADE,KRYDS,,Øvrige,101.0,,1172,POINT (12.590048688399941 55.70906741727533)
taellestationer.1173,9923,HAVNEGADE,FOD,55,Øvrige,100.0,,1173,POINT (12.592790469338068 55.67884076487001)
taellestationer.1174,9923,KALKBRÆNDERIHAVNSGADE-ÅRHUSGADE,KRYDS,,Øvrige,101.0,,1174,POINT (12.59096064218082 55.70728542886351)
taellestationer.1175,9924,KVÆSTHUSGADE,FOD,3,Øvrige,100.0,,1175,POINT (12.593412023901616 55.67960302478849)
taellestationer.1176,9925,LYGTEN,Mod nord ud på Tagensvej,,Øvrige,100.0,,1176,POINT (12.53964766065723 55.7081276784836)
taellestationer.1177,9926,LYGTEN,sydvest for Tagensvej,,Øvrige,100.0,,1177,POINT (12.539297299647409 55.70803159292844)
taellestationer.1178,9930,NYHAVNSBROEN,FOD,,Øvrige,100.0,,1178,POINT (12.591272415702278 55.679583095492134)
taellestationer.1179,9931,NØRREPORT STATION,FOD,,Øvrige,100.0,,1179,POINT (12.57212820183981 55.683397354117474)
taellestationer.1180,9932,PASSAGEN VED MATTHÆUSKIRKEN,,,Øvrige,100.0,,1180,POINT (12.547561042166649 55.66946478084817)
taellestationer.1181,9933,POPPELGADE-AHORNGADE,KRYDS,,Øvrige,101.0,,1181,POINT (12.559453771927855 55.69192086847904)
taellestationer.1182,9935,RYESGADE,Ved Trepkasgade,59,Øvrige,100.0,,1182,POINT (12.570523035482072 55.694412285576995)
taellestationer.1183,9936,SANKT HANS TORV_GULDBERGSGADE,Krydstælling,,Øvrige,101.0,,1183,POINT (12.560789227003383 55.69047724803231)
taellestationer.1184,9937,STRANDLODSVEJ-LERGRAVSVEJ,KRYDS,,Øvrige,101.0,,1184,POINT (12.622881075072199 55.6637625927673)
taellestationer.1185,9938,TEGLGÅRDSSTRÆDE,,,Øvrige,100.0,,1185,POINT (12.568376337685738 55.679450040201566)
taellestationer.1186,9939,TOLDBODGADE,Nord for Sankt Annæ Plads,,Øvrige,100.0,,1186,POINT (12.5929528879865 55.68157029870189)
taellestationer.1187,9940,TORVEGADE,Fodgængerfelt Torvegade ved Christianshavns Voldgade,,Øvrige,100.0,,1187,POINT (12.594242050415273 55.670920817056434)
taellestationer.1188,9941,VED LANGEBRO,øst for Islands Brygge,,Øvrige,100.0,,1188,POINT (12.58083401314298 55.66955124744759)
taellestationer.1189,9942,ØRESTADS BOULEVARD-GRØNJORDSVEJ,,,Øvrige,101.0,,1189,POINT (12.588895598067374 55.654926821480686)
taellestationer.1190,9943,FARIMAGSGADE-GOTHERSGADE,,,Øvrige,101.0,,1190,POINT (12.569230097688449 55.68572426824022)
taellestationer.1191,9944,NØRRE VOLDGADE-GOTHERSGADE,,,Øvrige,101.0,,1191,POINT (12.573531163630852 55.6845898359344)
taellestationer.1192,9945,NØRRE VOLDGADE-HCAB,,,Øvrige,101.0,,1192,POINT (12.564962438905997 55.67851741570182)
taellestationer.1193,9946,NØRRE VOLDGADE-VENDERSGADE,,,Øvrige,101.0,,1193,POINT (12.570711233797214 55.682751202535044)
taellestationer.1194,9947,NØRRE VOLDGADE-VESTER VOLDGADE,,,Øvrige,101.0,,1194,POINT (12.566031399173658 55.67901818116196)
taellestationer.1195,9948,SØGADERNE-FREDERIKSBORGGADE,,,Øvrige,101.0,,1195,POINT (12.56528337009183 55.68613675886712)
taellestationer.1196,9949,SØGADERNE-GOTHERSGADE,,,Øvrige,101.0,,1196,POINT (12.565837626407646 55.686603794094495)
taellestationer.1197,9950,SØGADERNE-HCAB,,,Øvrige,101.0,,1197,POINT (12.56039541359024 55.681062769176975)
taellestationer.1198,9951,SØGADERNE-SØLVGADE,KRYDS,,Øvrige,101.0,,1198,POINT (12.571475232724763 55.69076436834978)
taellestationer.1199,9952,SØGADERNE-WEBERSGADE,KRYDS,,Øvrige,101.0,,1199,POINT (12.572010894967171 55.69106472036163)
taellestationer.1200,9953,ØSTER FARIMAGSGADE-SØLVGADE,KRYDS,,Øvrige,101.0,,1200,POINT (12.574384763372105 55.689409019897276)
taellestationer.1201,9954,ØSTER VOLDGADE-SØLVGADE,KRYDS,,Øvrige,101.0,,1201,POINT (12.578385073551285 55.68751554441901)
taellestationer.1202,9955,SKELBÆKGADE,Nordvest for Kødboderne,30,Øvrige,100.0,,1202,POINT (12.557273405412332 55.66653717476261)
taellestationer.1203,9956,VENDERSGADE,FOD,5,Øvrige,100.0,,1203,POINT (12.570159730305278 55.68304581752047)
taellestationer.1204,9957,VIGERSLEVVEJ,Lykkebo Skole OPHOLD,141,Øvrige,100.0,,1204,POINT (12.48454902809882 55.66018513664236)
taellestationer.1205,9958,VASBYGADE,TRAFIK,40,Øvrige,100.0,,1205,POINT (12.546333119575465 55.65613988488077)
taellestationer.1206,9959,BRYGGERVANGEN,Nord for Sankt Kjelds Plads,,Øvrige,100.0,,1206,POINT (12.566730055507 55.712779077446484)
taellestationer.1207,9960,SANKT KJELDS PLADS,OPHOLD,,Øvrige,100.0,,1207,POINT (12.565048132478017 55.7106915643983)
taellestationer.1208,9961,BRYGGERVANGEN,Syd for Sankt Kjelds Plads,,Øvrige,100.0,,1208,POINT (12.564204952273494 55.70889117939918)
taellestationer.1209,9962,KILDEVÆLDSPARKEN,OPHOLD,,Øvrige,100.0,,1209,POINT (12.56762781827342 55.71489986488506)
taellestationer.1210,9963,TOVE DITLEVSENS PLADS,OPHOLD,,Øvrige,100.0,,1210,POINT (12.54554612671639 55.66921227947577)
taellestationer.1211,9964,DANTES PLADS,OPHOLD,,Øvrige,100.0,,1211,POINT (12.573579996309059 55.67361914318572)
taellestationer.1212,9965,DEN SORTE PLADS,OPHOLD,,Øvrige,100.0,,1212,POINT (12.542585854566555 55.701197807005826)
taellestationer.1213,9966,HAVNEGADE,Cort Adelers Gade - Herluf Trolles Gade,,Øvrige,100.0,,1213,POINT (12.591967556433993 55.677834575486045)
taellestationer.1214,9967,LANDGREVEN,OPHOLD,,Øvrige,100.0,,1214,POINT (12.585710519378004 55.683090703901115)
taellestationer.1215,9968,FREDERIKSSTADSGADE,Husnr. 7-15,,Øvrige,100.0,,1215,POINT (12.54656979052219 55.66913379276946)
taellestationer.1216,9969,BANEGÅRDSPLADSEN,Vestlige side med modstrømscykelsti,,Øvrige,100.0,,1216,POINT (12.563237913823347 55.67356176490465)
taellestationer.1217,9970,AMAGER BOULEVARD-KLAKSVIGSGADE-VED LANGEBRO,KRYDS,,Øvrige,101.0,,1217,POINT (12.582358856754073 55.66858812647767)
taellestationer.1218,9971,AMAGER BOULEVARD-VED STADSGRAVEN,KRYDS,,Øvrige,101.0,,1218,POINT (12.59076505403549 55.66756975313423)
taellestationer.1219,9972,AMAGER BOULEVARD_ØRESTADS BOULEVARD,,,Øvrige,101.0,,1219,POINT (12.587702330498084 55.66768227219337)
taellestationer.1220,9973,AMAGER FÆLLEDVEJ_KAJ MUNKSVEJ,,,Øvrige,101.0,,1220,POINT (12.592645028955209 55.65870682459552)
taellestationer.1221,9974,AMAGER FÆLLEDVEJ_RUED LANGGAARDS VEJ,,,Øvrige,101.0,,1221,POINT (12.593088987099842 55.660197592720856)
taellestationer.1222,9975,AMAGERBROGADE_AMAGER BOULUEVARD,,,Øvrige,101.0,,1222,POINT (12.599332099458534 55.665490225734)
taellestationer.1223,9976,AMAGERBROGADE_ELBAGADE,,,Øvrige,101.0,,1223,POINT (12.611214810548866 55.653221510670235)
taellestationer.1224,9977,AMAGERBROGADE_FRANKRIGSGADE,,,Øvrige,101.0,,1224,POINT (12.60508344121426 55.660358677389354)
taellestationer.1225,9978,AMAGERBROGADE_GERBRANDTSVEJ,,,Øvrige,101.0,,1225,POINT (12.614135447050517 55.646768241206104)
taellestationer.1226,9979,AMAGERBROGADE_HOLMBLADSGADE,KRYDS,,Øvrige,101.0,,1226,POINT (12.600919943154853 55.663965376133994)
taellestationer.1227,9980,AMAGERBROGADE_OXFORD ALLÉ,,,Øvrige,101.0,,1227,POINT (12.612833315924775 55.64961014963685)
taellestationer.1228,9981,AMAGERBROGADE_VEJLANDS ALLÉ,,,Øvrige,101.0,,1228,POINT (12.615523243768136 55.64378912768406)
taellestationer.1229,9982,AMAGERBROGADE_WIBRANDTSVEJ,,,Øvrige,101.0,,1229,POINT (12.61438133435067 55.64620897109292)
taellestationer.1230,9983,AMAGERBROGADE_ØRESUNDSVEJ,,,Øvrige,101.0,,1230,POINT (12.607855595948344 55.65808706295644)
taellestationer.1231,9984,BERNSTORFFSGADE_POLITITORVET,,,Øvrige,101.0,,1231,POINT (12.570240024885049 55.66956611102652)
taellestationer.1232,9985,BIRKEDOMMERVEJ_TOMSGAARDSVEJ,,,Øvrige,101.0,,1232,POINT (12.526097822576707 55.70911131831607)
taellestationer.1233,9986,BISPEBJERG BAKKE_TAGENSVEJ,,,Øvrige,101.0,,1233,POINT (12.537803877487605 55.7104232433269)
taellestationer.1234,9987,BISPEBJERGVEJ_TUBORGVEJ,,,Øvrige,101.0,,1234,POINT (12.538399181650963 55.71671622784617)
taellestationer.1235,9988,BLEGDAMSVEJ_TRIANGLEN_ØSTRE ALLÉ,,,Øvrige,101.0,,1235,POINT (12.576686398452214 55.69922410723135)
taellestationer.1236,9990,EMDRUPVEJ_LYNGBYVEJ,,,Øvrige,101.0,,1236,POINT (12.556830537040716 55.71863350236375)
taellestationer.1237,9991,FREDERIKSBORGVEJ_TUBORGVEJ,,,Øvrige,101.0,,1237,POINT (12.532065058635359 55.71187061404168)
taellestationer.1238,9992,FREDERIKSSUNDSVEJ_TOMSGAARDSVEJ,,,Øvrige,101.0,,1238,POINT (12.5215984542982 55.70600955547726)
taellestationer.1239,9993,KALVEBOD BRYGGE_HAVNEHOLMEN,,,Øvrige,101.0,,1239,POINT (12.557873748051492 55.66145354569614)
taellestationer.1240,9994,KALVEBOD BRYGGE_ARNI MAGNUSSONS GADE,,,Øvrige,101.0,,1240,POINT (12.565970034308886 55.665345200379804)
taellestationer.1241,9995,KALVEBOD BRYGGE_BERNSTORFFS GADE,,,Øvrige,101.0,,1241,POINT (12.57213646483618 55.668235899319704)
taellestationer.1242,9996,LERSØ PARKALLÉ_HARALDSGADE,,,Øvrige,101.0,,1242,POINT (12.556399398895055 55.707782186982854)
taellestationer.1243,9997,NØRRE FARIMAGSGADE_AHLEFELDTSGADE,,,Øvrige,101.0,,1243,POINT (12.566210566663614 55.68311788665103)
taellestationer.1244,9998,NØRRE FARIMAGSGADE_FREDERIKSBORGGADE,,,Øvrige,101.0,,1244,POINT (12.568265751164185 55.68497588686213)
taellestationer.1245,9999,NØRRE FARIMAGSGADE_VENDERSGADE,,,Øvrige,101.0,,1245,POINT (12.567348157363975 55.68421948783031)
taellestationer.1246,10000,PRAGS BOULEVARD_RAFFINADERIVEJ,,,Øvrige,101.0,,1246,POINT (12.621248126282087 55.66937730922771)
taellestationer.1247,10001,PRAGS BOULEVARD_STRANDLODSVEJ,,,Øvrige,101.0,,1247,POINT (12.618892329336475 55.668911739278045)
taellestationer.1248,10002,RENTEMESTERVEJ_TOMSGÅRDSVEJ,,,Øvrige,101.0,,1248,POINT (12.523664860855927 55.70795107136559)
taellestationer.1249,10003,SJÆLØR BOULEVARD_CARL JAKOBSENS VEJ,,,Øvrige,101.0,,1249,POINT (12.527385283985002 55.652277790347235)
taellestationer.1250,10004,SKELBÆKGADE_INGERSLEVSGADE_DYBBØLSBRO,,,Øvrige,101.0,,1250,POINT (12.558550551420932 55.66526878720206)
taellestationer.1251,10005,SKELBÆKGADE_KØDBODERNE,,,Øvrige,101.0,,1251,POINT (12.55762903006798 55.666183536855364)
taellestationer.1252,10006,STRANDLODSVEJ_HOLMBLADSGADE,,,Øvrige,101.0,,1252,POINT (12.619677755168665 55.66779427666261)
taellestationer.1253,10007,SYDHAVNSGADE_SCANDIAGADE,,,Øvrige,101.0,,1253,POINT (12.53985793828944 55.65131696401347)
taellestationer.1254,10008,TAGENSVEJ_HAMLETSGADE,,,Øvrige,101.0,,1254,POINT (12.548073917283052 55.703121025976614)
taellestationer.1255,10009,TAGENSVEJ_ROVSINGSGADE,,,Øvrige,101.0,,1255,POINT (12.545326981857764 55.704779476353295)
taellestationer.1256,10010,TAGENSVEJ_RÅDMANDSGADE,,,Øvrige,101.0,,1256,POINT (12.552285155163407 55.70056919031342)
taellestationer.1257,10011,TUBORGVEJ_EMDRUPVEJ,,,Øvrige,101.0,,1257,POINT (12.545255522547254 55.72204815771145)
taellestationer.1258,10012,TUBORGVEJ_EMDRUPVEJ_STRANDVEJEN,,,Øvrige,101.0,,1258,POINT (12.576245983028505 55.72671733780273)
taellestationer.1259,10013,VED STADSGRAVEN_AMAGER FÆLLEDVEJ,,,Øvrige,101.0,,1259,POINT (12.59560205800314 55.66837126213155)
taellestationer.1260,10014,VED VESTERPORT_HAMMERICHSGADE,,,Øvrige,101.0,,1260,POINT (12.563214236467848 55.67573783412749)
taellestationer.1261,10015,VERMLANDSGADE_AMAGERBROGADE,,,Øvrige,101.0,,1261,POINT (12.596308617780817 55.66870451113105)
taellestationer.1262,10016,VERMLANDSGADE_HOLMBLADSGADE,,,Øvrige,101.0,,1262,POINT (12.612596068536375 55.66632199280469)
taellestationer.1263,10017,VERMLANDSGADE_KLØVERMARKSVEJ,,,Øvrige,101.0,,1263,POINT (12.600437906766263 55.668710516191666)
taellestationer.1264,10018,VERMLANDSGADE_PRAGS BOULEVARD,,,Øvrige,101.0,,1264,POINT (12.611650642925246 55.66726220169026)
taellestationer.1265,10019,VERMLANDSGADE_UPLANDSGADE,,,Øvrige,101.0,,1265,POINT (12.604226687492051 55.6683053083456)
taellestationer.1266,10020,VESTERBROGADE_STENOSGADE,,,Øvrige,101.0,,1266,POINT (12.557283162710679 55.67264114766521)
taellestationer.1267,10021,ØSTER FARIMAGSGADE_SØLVGADE_WEBERSGADE,,,Øvrige,101.0,,1267,POINT (12.574633696007508 55.68966555130044)
taellestationer.1268,10022,ØSTERBROGADE_JAGTVEJ,,,Øvrige,101.0,,1268,POINT (12.577479972299566 55.709160663916414)
taellestationer.1269,10023,ØSTERBROGADE_RYESGADE,,,Øvrige,101.0,,1269,POINT (12.578395429285912 55.69858204583219)
taellestationer.1270,10024,ØSTERBROGADE_TRIANGLEN_NORDRE FRIHAVNSGADE,,,Øvrige,101.0,,1270,POINT (12.577567890596653 55.6996513522115)
taellestationer.1271,10025,ØSTERBROGADE_TRIANGLEN_ODENSEGADE,,,Øvrige,101.0,,1271,POINT (12.577917633360803 55.69924009845977)
taellestationer.1272,10026,ØSTERBROGADE_ØSTER SØGADE_CLASSENSGADE,,,Øvrige,101.0,,1272,POINT (12.579963808897427 55.69620288243421)
taellestationer.1273,10027,ØSTERBROGADE_DAG HAMMERSKJÖLDS ALLÉ_ØSTER FARIMAGS,,,Øvrige,101.0,,1273,POINT (12.58022710895655 55.69580192518612)
taellestationer.1274,10028,ÅLANDSGADE_HOLMBLADSGADE,,,Øvrige,100.0,,1274,POINT (12.604290156093953 55.66463101376793)
taellestationer.1275,10029,DRONNINGENSGADE,,48,Øvrige,100.0,,1275,POINT (12.591785374883484 55.671878992856676)
taellestationer.1276,10030,OVERGADEN OVEN VANDET,,40,Øvrige,100.0,,1276,POINT (12.59164728131782 55.67274274800682)
taellestationer.1277,10031,A.C. MEYERS VÆNGE,viatrafik,16,Øvrige,100.0,,1277,POINT (12.540906520066489 55.65022110223118)
taellestationer.1278,10032,A.C. MEYERS VÆNGE,viatrafik,1,Øvrige,100.0,,1278,POINT (12.54403298199479 55.65305634048827)
taellestationer.1279,10033,AMAGER STRANDVEJ,viatrafik,122,Øvrige,100.0,,1279,POINT (12.633829522428815 55.65992594827662)
taellestationer.1280,10034,BALDERSGADE,viatrafik,59,Øvrige,100.0,,1280,POINT (12.547799287975158 55.70125405756433)
taellestationer.1281,10035,BANGSBOVEJ,viatrafik,14,Øvrige,100.0,,1281,POINT (12.498491378688978 55.68873217656429)
taellestationer.1282,10036,BANGSBOVEJ,viatrafik,38,Øvrige,100.0,,1282,POINT (12.496085423788541 55.69038636063871)
taellestationer.1283,10037,CARL JACOBSENS VEJ,viatrafik,16,Øvrige,100.0,,1283,POINT (12.518333640493731 55.65346682859374)
taellestationer.1284,10038,CLARA PONTOPPIDANS VEJ,viatrafik,4,Øvrige,100.0,,1284,POINT (12.511026816722891 55.65664838115032)
taellestationer.1285,10039,DYBBØLSBRO,viatrafik,-,Øvrige,100.0,,1285,POINT (12.558983312067232 55.66498815600913)
taellestationer.1286,10040,DYBENDALSVEJ,viatrafik,19,Øvrige,100.0,,1286,POINT (12.50369850750179 55.69101189884479)
taellestationer.1287,10041,ENGHAVE PLADS,viatrafik,12,Øvrige,100.0,,1287,POINT (12.54632483716893 55.667412999249)
taellestationer.1288,10042,ENGLANDSVEJ,viatrafik,-,Øvrige,100.0,,1288,POINT (12.60034822518688 55.636540751229)
taellestationer.1289,10043,GAVLHUSVEJ,viatrafik,31,Øvrige,100.0,,1289,POINT (12.485715600953021 55.72236894100443)
taellestationer.1290,10044,HOLBERGSGADE,viatrafik,21,Øvrige,100.0,,1290,POINT (12.590751989616756 55.67888738071261)
taellestationer.1291,10045,IB SCHØNGERS ALLÉ,viatrafik,6,Øvrige,100.0,,1291,POINT (12.511459016860943 55.656108129481204)
taellestationer.1292,10046,IRLANDSVEJ,,64,Øvrige,100.0,,1292,POINT (12.605575275436605 55.64579552494019)
taellestationer.1293,10047,IRLANDSVEJ,Nord for Windsorvej,92,Øvrige,100.0,,1293,POINT (12.607038924147474 55.642122748094465)
taellestationer.1294,10048,IRLANDSVEJ,Syd for Persillevej,-,Øvrige,100.0,,1294,POINT (12.603994605208916 55.64973396407151)
taellestationer.1295,10049,ISTEDGADE,Øst for Abel Cathrines Gade,20,Øvrige,100.0,,1295,POINT (12.560512867315722 55.67142964915964)
taellestationer.1296,10050,ISTEDGADE,Vest for Saxogade,91,Øvrige,100.0,,1296,POINT (12.550560460799257 55.66837970216277)
taellestationer.1297,10051,ISTEDGADE,Øst for Saxogade,100,Øvrige,100.0,,1297,POINT (12.552110822773953 55.668826707280616)
taellestationer.1298,10053,KATRINEDALSVEJ,,11,Øvrige,100.0,,1298,POINT (12.498129287342255 55.691977914661706)
taellestationer.1299,10054,KATRINEDALSVEJ,,23,Øvrige,100.0,,1299,POINT (12.495371731972918 55.691150146634854)
taellestationer.1300,10055,LANGHUSVEJ,Ud for kirken ved nr. 1,1,Øvrige,100.0,,1300,POINT (12.479419519076979 55.71914384000454)
taellestationer.1301,10056,LERSØ PARKALLÉ,,11,Øvrige,100.0,,1301,POINT (12.557223030655251 55.70517222517609)
taellestationer.1302,10061,NORDRE FRIHAVNSGADE,slangetælling,52,Øvrige,100.0,,1302,POINT (12.582769536721528 55.702253141997886)
taellestationer.1303,10062,RAFFINADERIVEJ,Syd for industrien,-,Øvrige,100.0,,1303,POINT (12.618020806327781 55.67308692179695)
taellestationer.1304,10067,RANDBØLVEJ,"slangetælling, viatrafik",15,Øvrige,100.0,,1304,POINT (12.50012270553731 55.68913169760542)
taellestationer.1305,10068,RANDBØLVEJ,"slangetælling, viatrafik",38,Øvrige,100.0,,1305,POINT (12.498360241885289 55.690900240635806)
taellestationer.1306,10069,RANDBØLVEJ,"slangetælling, viatrafik",65,Øvrige,100.0,,1306,POINT (12.496496631813452 55.69261615492964)
taellestationer.1307,10070,ROVSINGSGADE,"slangetælling, viatrafik",84,Øvrige,100.0,,1307,POINT (12.546534476620582 55.70595296357043)
taellestationer.1308,10071,SJÆLLANDSBROEN,"Syd for bådhavnsgade, slangetælling, viatrfik",,Øvrige,100.0,,1308,POINT (12.543217259845738 55.64554859772841)
taellestationer.1309,10072,SNDIAGADE,"slangetælling, viatrafik",14,Øvrige,100.0,,1309,POINT (12.540993039652983 55.652483634009755)
taellestationer.1310,10073,SMYRNAVEJ,"slangetælling, viatrafik",18,Øvrige,100.0,,1310,POINT (12.6142373342736 55.65134697129656)
taellestationer.1311,10074,SOLVÆNGET,"slangetælling, viatrafik",7,Øvrige,100.0,,1311,POINT (12.57890841225657 55.71894489811436)
taellestationer.1312,10075,SOLVÆNGET,"slangetælling, viatrafik",10,Øvrige,100.0,,1312,POINT (12.580432346970307 55.719124131450165)
taellestationer.1313,10076,NØRREBROGADE,viatrafik,187,Øvrige,100.0,,1313,POINT (12.545609236073012 55.696483734616635)
taellestationer.1314,10077,STRANDLODSVEJ,viatrafik,44,Øvrige,100.0,,1314,POINT (12.622753811775276 55.66391070122895)
taellestationer.1315,10078,SYDHAVNSGADE,viatrafik,-,Øvrige,100.0,,1315,POINT (12.541868082948513 55.64729557891441)
taellestationer.1316,10079,TEGLHOLMSGADE,viatrafik,2,Øvrige,100.0,,1316,POINT (12.5432164591691 55.653510648077216)
taellestationer.1317,10080,TOLDBODGADE,viatrafik,10,Øvrige,100.0,,1317,POINT (12.591866479994618 55.68031582448803)
taellestationer.1318,10081,TOM KRISTENSENS VEJ,viatrafik,15,Øvrige,100.0,,1318,POINT (12.585823489767815 55.66034287941411)
taellestationer.1319,10082,TORVEPORTEN,viatrafik,4,Øvrige,100.0,,1319,POINT (12.508879611300998 55.65372855628501)
taellestationer.1320,10083,VANLØSE ALLÉ,viatrafik,46,Øvrige,100.0,,1320,POINT (12.497875695754239 55.68967398036445)
taellestationer.1321,10084,VANLØSE ALLÉ,viatrafik,47,Øvrige,100.0,,1321,POINT (12.499457496613182 55.690244065334944)
taellestationer.1322,10085,VANLØSE ALLÉ,viatrafik,59,Øvrige,100.0,,1322,POINT (12.496863132349752 55.68933717169667)
taellestationer.1323,10086,VEJLANDS ALLÉ,viatrafik,110,Øvrige,100.0,,1323,POINT (12.597191287505025 55.64250663596083)
taellestationer.1324,10087,ØSTERBROGADE,viatrafik,238,Øvrige,100.0,,1324,POINT (12.577655972018707 55.714335126036616)
taellestationer.1325,10088,ØSTERLED,viatrafik,8,Øvrige,100.0,,1325,POINT (12.57864684995539 55.71818559546211)
taellestationer.1326,10089,ØSTERLED,viatrafik,18,Øvrige,100.0,,1326,POINT (12.58040881059076 55.71838053634135)
taellestationer.1327,10090,ÅBAKKEVEJ,viatrafik,6,Øvrige,100.0,,1327,POINT (12.502894449742943 55.69004764477952)
taellestationer.1328,10091,LYSHØJGÅRDSVEJ,TRAFIK,59,Øvrige,100.0,,1328,POINT (12.514649384697876 55.66340719589369)
taellestationer.1329,10092,LYSHØJGÅRDSVEJ,FOD,59,Øvrige,100.0,,1329,POINT (12.514646027218316 55.663335814038206)
taellestationer.1330,10093,LYSHØJGÅRDSVEJ,TRAFIK,69,Øvrige,100.0,,1330,POINT (12.51262646031785 55.66337647082333)
taellestationer.1331,10094,LYSHØJGÅRDSVEJ,FOD,69,Øvrige,100.0,,1331,POINT (12.512657847089965 55.66331873357003)
taellestationer.1332,10095,PAPIRØENS BRO,FOD,-,Øvrige,100.0,,1332,POINT (12.599104942805758 55.6780381106219)
taellestationer.1333,10096,STRANDGADE,Ved Inderhavnsbroen,108,Øvrige,100.0,,1333,POINT (12.597804053283731 55.67778618524443)
taellestationer.1334,10097,TRANGRAVSVEJ,Øst for Trangravsbroen,,Øvrige,100.0,,1334,POINT (12.599900306170907 55.67778791398128)
taellestationer.1335,10098,TRANGRAVSVEJ,Øst for Trangravsbroen,-,Øvrige,100.0,,1335,POINT (12.5999028049904 55.677731128650585)
taellestationer.1336,10099,BRØNDKÆRVEJ-SØNDRE FASANVEJ,KRYDS,-,Øvrige,101.0,,1336,POINT (12.517218482133147 55.6675753026096)
taellestationer.1337,10100,HEIBERGSGADE-HERLUF TROLLES GADE,KRYDS,-,Øvrige,101.0,,1337,POINT (12.588365666375505 55.67937130375126)
taellestationer.1338,10101,RANTZAUSGADE-GRØNNE STI,KRYDS,,Øvrige,101.0,,1338,POINT (12.544804163799297 55.68829019348755)
taellestationer.1339,10102,STI VED NØKKEROSEVEJ,,,Øvrige,100.0,,1339,POINT (12.539401600166627 55.72371406753276)
taellestationer.1340,10103,TORDENSKJOLDSGADE,TRAFIK,13,Øvrige,100.0,,1340,POINT (12.587316703924314 55.67851327411837)
